"MSN","YYYYMM","Value","Column_Order","Description","Unit"
"CLRCEUS","197501","0.837","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","197502","0.547","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","197503","0.531","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","197504","0.353","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","197505","0.283","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","197506","0.309","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","197507","0.379","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","197508","0.353","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","197509","0.484","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","197510","0.552","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","197511","0.579","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","197512","0.796","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","197513","6.003","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","197601","0.722","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","197602","0.447","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","197603","0.409","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","197604","0.472","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","197605","0.368","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","197606","0.33","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","197607","0.254","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","197608","0.338","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","197609","0.377","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","197610","0.486","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","197611","0.57","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","197612","0.852","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","197613","5.625","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","197701","0.754","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","197702","0.506","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","197703","0.446","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","197704","0.46","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","197705","0.359","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","197706","0.371","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","197707","0.28","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","197708","0.347","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","197709","0.327","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","197710","0.421","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","197711","0.562","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","197712","0.656","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","197713","5.489","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","197801","0.505","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","197802","0.519","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","197803","0.404","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","197804","0.342","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","197805","0.308","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","197806","0.298","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","197807","0.27","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","197808","0.275","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","197809","0.315","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","197810","0.455","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","197811","0.483","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","197812","0.521","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","197813","4.695","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","197901","0.549","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","197902","0.332","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","197903","0.262","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","197904","0.235","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","197905","0.212","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","197906","0.218","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","197907","0.189","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","197908","0.179","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","197909","0.238","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","197910","0.331","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","197911","0.396","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","197912","0.423","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","197913","3.564","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","198001","0.391","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","198002","0.342","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","198003","0.244","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","198004","0.261","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","198005","0.158","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","198006","0.125","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","198007","0.155","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","198008","0.146","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","198009","0.194","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","198010","0.265","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","198011","0.28","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","198012","0.358","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","198013","2.918","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","198101","0.348","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","198102","0.277","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","198103","0.184","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","198104","0.219","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","198105","0.183","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","198106","0.117","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","198107","0.167","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","198108","0.179","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","198109","0.228","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","198110","0.244","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","198111","0.331","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","198112","0.411","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","198113","2.887","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","198201","0.366","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","198202","0.255","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","198203","0.207","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","198204","0.259","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","198205","0.172","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","198206","0.134","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","198207","0.231","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","198208","0.247","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","198209","0.235","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","198210","0.243","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","198211","0.311","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","198212","0.375","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","198213","3.034","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","198301","0.306","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","198302","0.267","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","198303","0.191","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","198304","0.265","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","198305","0.16","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","198306","0.127","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","198307","0.207","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","198308","0.196","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","198309","0.26","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","198310","0.276","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","198311","0.292","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","198312","0.374","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","198313","2.921","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","198401","0.431","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","198402","0.377","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","198403","0.269","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","198404","0.383","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","198405","0.231","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","198406","0.183","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","198407","0.287","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","198408","0.271","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","198409","0.36","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","198410","0.286","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","198411","0.302","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","198412","0.387","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","198413","3.766","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","198501","0.393","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","198502","0.344","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","198503","0.245","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","198504","0.361","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","198505","0.218","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","198506","0.172","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","198507","0.247","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","198508","0.234","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","198509","0.31","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","198510","0.339","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","198511","0.358","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","198512","0.458","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","198513","3.679","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","198601","0.447","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","198602","0.391","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","198603","0.279","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","198604","0.403","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","198605","0.243","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","198606","0.192","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","198607","0.235","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","198608","0.222","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","198609","0.295","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","198610","0.332","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","198611","0.351","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","198612","0.449","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","198613","3.84","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","198701","0.37","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","198702","0.324","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","198703","0.231","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","198704","0.308","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","198705","0.186","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","198706","0.147","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","198707","0.258","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","198708","0.243","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","198709","0.323","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","198710","0.335","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","198711","0.355","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","198712","0.454","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","198713","3.535","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","198801","0.406","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","198802","0.334","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","198803","0.246","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","198804","0.299","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","198805","0.176","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","198806","0.216","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","198807","0.334","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","198808","0.324","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","198809","0.191","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","198810","0.219","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","198811","0.292","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","198812","0.469","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","198813","3.507","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","198901","0.299","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","198902","0.327","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","198903","0.242","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","198904","0.241","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","198905","0.159","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","198906","0.14","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","198907","0.234","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","198908","0.212","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","198909","0.15","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","198910","0.099","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","198911","0.25","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","198912","0.559","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","198913","2.913","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","199001","0.317","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","199002","0.291","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","199003","0.245","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","199004","0.236","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","199005","0.16","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","199006","0.166","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","199007","0.238","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","199008","0.222","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","199009","0.182","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","199010","0.184","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","199011","0.277","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","199012","0.471","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","199013","2.989","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","199101","0.346","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","199102","0.243","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","199103","0.217","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","199104","0.162","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","199105","0.132","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","199106","0.129","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","199107","0.171","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","199108","0.155","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","199109","0.128","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","199110","0.142","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","199111","0.271","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","199112","0.348","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","199113","2.443","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"CLRCEUS","199201","0.296","1","Coal Residential Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
